,Date,Player,Pts
9302,2021-02-20,"Vincent,Gabe",0
9303,2021-02-20,"James,LeBron",19
9304,2021-02-20,"Caldwell-Pope,Kentavious",11
9305,2021-02-20,"Kuzma,Kyle",23
9306,2021-02-20,"Matthews,Wesley",10
9307,2021-02-20,"Gasol,Marc",6
9308,2021-02-20,"Harrell,Montrezl",18
9309,2021-02-20,"Caruso,Alex",0
9310,2021-02-20,"Horton-Tucker,Talen",5
9311,2021-02-20,"Morris,Markieff",2
9312,2021-02-20,"Fox,De'Aaron",20
9313,2021-02-20,"Joseph,Cory",2
9314,2021-02-20,"Hield,Buddy",23
9315,2021-02-20,"Bagley,Marvin",26
9316,2021-02-20,"Whiteside,Hassan",12
9317,2021-02-20,"Haliburton,Tyrese",16
9318,2021-02-20,"Jeffries,DaQuan",4
9319,2021-02-20,"Bjelica,Nemanja",9
9320,2021-02-20,"Parker,Jabari",2
9321,2021-02-20,"James,Justin",0
9322,2021-02-20,"LaVine,Zach",38
9323,2021-02-20,"Williams,Patrick",11
9324,2021-02-20,"White,Coby",19
9325,2021-02-20,"Carter,Wendell",7
9326,2021-02-20,"Temple,Garrett",14
9327,2021-02-20,"Young,Thaddeus",18
9328,2021-02-20,"Satoranský,Tomáš",10
9329,2021-02-20,"Valentine,Denzel",0
9330,2021-02-20,"Arcidiacono,Ryan",5
9331,2021-02-20,"Bridges,Mikal",19
9332,2021-02-20,"Booker,Devin",23
9333,2021-02-20,"Paul,Chris",16
9334,2021-02-20,"Ayton,Deandre",7
9335,2021-02-20,"Kaminsky,Frank",6
9336,2021-02-20,"Payne,Cameron",19
9337,2021-02-20,"Crowder,Jae",5
9338,2021-02-20,"Šarić,Dario",19
9339,2021-02-20,"Moore,E'Twaun",4
9340,2021-02-20,"Johnson,Cameron",2
9341,2021-02-20,"Nader,Abdel",4
9342,2021-02-20,"Jones,Damian",2
9343,2021-02-20,"Carter,Jevon",0
9344,2021-02-20,"Galloway,Langston",2
9345,2021-02-20,"Morant,Ja",12
9346,2021-02-20,"Melton,De'Anthony",11
9347,2021-02-20,"Valančiūnas,Jonas",10
9348,2021-02-20,"Tillman,Xavier",9
9349,2021-02-20,"Bane,Desmond",4
9350,2021-02-20,"Konchar,John",7
9351,2021-02-20,"Dieng,Gorgui",15
9352,2021-02-20,"McDermott,Sean",9
9353,2021-02-20,"Winslow,Justise",9
9354,2021-02-20,"Jones,Tyus",11
9355,2021-02-20,"Westbrook,Russell",27
9356,2021-02-20,"Hachimura,Rui",17
9357,2021-02-20,"Beal,Bradley",37
9358,2021-02-20,"Mathews,Garrison",5
9359,2021-02-20,"Wagner,Moritz",7
9360,2021-02-20,"Bertāns,Dāvis",6
9361,2021-02-20,"Lopez,Robin",10
9362,2021-02-20,"Neto,Raul",5
9363,2021-02-20,"Avdija,Deni",2
9364,2021-02-20,"Len,Alex",0
9365,2021-02-20,"Bonga,Isaac",2
9366,2021-02-20,"Lillard,Damian",35
9367,2021-02-20,"Trent,Gary",16
9368,2021-02-20,"Covington,Robert",11
9369,2021-02-20,"Kanter,Enes",19
9370,2021-02-20,"Jones,Derrick",11
9371,2021-02-20,"Anthony,Carmelo",7
9372,2021-02-20,"Hood,Rodney",1
9373,2021-02-20,"Simons,Anfernee",9
9374,2021-02-20,"Little,Nassir",2
9375,2021-02-21,"Tatum,Jayson",32
9376,2021-02-21,"Brown,Jaylen",25
9377,2021-02-21,"Theis,Daniel",5
9378,2021-02-21,"Walker,Kemba",14
9379,2021-02-21,"Thompson,Tristan",14
9380,2021-02-21,"Nesmith,Aaron",10
9381,2021-02-21,"Williams,Robert",8
9382,2021-02-21,"Pritchard,Payton",4
9383,2021-02-21,"Ojeleye,Semi",3
9384,2021-02-21,"Ingram,Brandon",33
9385,2021-02-21,"Williamson,Zion",28
9386,2021-02-21,"Ball,Lonzo",16
9387,2021-02-21,"Bledsoe,Eric",8
9388,2021-02-21,"Hernangómez,Willy",6
9389,2021-02-21,"Hart,Josh",17
9390,2021-02-21,"Redick,J.J.",4
9391,2021-02-21,"Melli,Nicolò",3
9392,2021-02-21,"Hayes,Jaxson",3
9393,2021-02-21,"Lewis,Kira",0
9394,2021-02-21,"Alexander-Walker,Nickeil",2
9395,2021-02-21,"Gilgeous-Alexander,Shai",31
9396,2021-02-21,"Maledon,Théo",14
9397,2021-02-21,"Dort,Luguentz",10
9398,2021-02-21,"Bazley,Darius",4
9399,2021-02-21,"Horford,Al",16
9400,2021-02-21,"Diallo,Hamidou",15
9401,2021-02-21,"Roby,Isaiah",6
9402,2021-02-21,"Williams,Kenrich",8
9403,2021-02-21,"Muscala,Mike",13
9404,2021-02-21,"Allen,Jarrett",26
9405,2021-02-21,"Sexton,Collin",27
9406,2021-02-21,"Okoro,Isaac",12
9407,2021-02-21,"Garland,Darius",21
9408,2021-02-21,"Osman,Cedi",6
9409,2021-02-21,"Windler,Dylan",3
9410,2021-02-21,"Dotson,Damyean",0
9411,2021-02-21,"Stevens,Lamar",2
9412,2021-02-21,"McGee,JaVale",4
9413,2021-02-21,"Beasley,Malik",6
9414,2021-02-21,"Edwards,Anthony",12
9415,2021-02-21,"Towns,Karl-Anthony",27
9416,2021-02-21,"Rubio,Ricky",18
9417,2021-02-21,"Vanderbilt,Jarred",2
9418,2021-02-21,"McDaniels,Jaden",6
9419,2021-02-21,"McLaughlin,Jordan",8
9420,2021-02-21,"Reid,Naz",11
9421,2021-02-21,"Nowell,Jaylen",0
9422,2021-02-21,"Hernangómez,Juan",7
9423,2021-02-21,"Okogie,Josh",2
9424,2021-02-21,"Layman,Jake",0
9425,2021-02-21,"Randle,Julius",25
9426,2021-02-21,"Barrett,RJ",21
9427,2021-02-21,"Payton,Elfrid",11
9428,2021-02-21,"Bullock,Reggie",10
9429,2021-02-21,"Noel,Nerlens",10
9430,2021-02-21,"Burks,Alec",13
9431,2021-02-21,"Gibson,Taj",2
9432,2021-02-21,"Rose,Derrick",4
9433,2021-02-21,"Quickley,Immanuel",5
9434,2021-02-21,"Toppin,Obi",2
9435,2021-02-21,"Grant,Jerami",24
9436,2021-02-21,"Bey,Saddiq",11
9437,2021-02-21,"Plumlee,Mason",10
9438,2021-02-21,"Ellington,Wayne",3
9439,2021-02-21,"Smith,Dennis",6
9440,2021-02-21,"Lee,Saben",12
9441,2021-02-21,"Jackson,Josh",17
9442,2021-02-21,"Stewart,Isaiah",4
9443,2021-02-21,"Doumbouya,Sekou",3
9444,2021-02-21,"Mykhailiuk,Svi",6
9445,2021-02-21,"Vučević,Nikola",37
9446,2021-02-21,"Fournier,Evan",29
9447,2021-02-21,"Carter-Williams,Michael",3
9448,2021-02-21,"Ennis,James",3
9449,2021-02-21,"Aminu,Al-Farouq",3
9450,2021-02-21,"Ross,Terrence",17
9451,2021-02-21,"Okeke,Chuma",2
9452,2021-02-21,"Randle,Chasson",4
9453,2021-02-21,"Bacon,Dwayne",7
9454,2021-02-21,"Birch,Khem",0
9455,2021-02-21,"Simmons,Ben",28
9456,2021-02-21,"Harris,Tobias",13
9457,2021-02-21,"Embiid,Joel",25
9458,2021-02-21,"Curry,Seth",12
9459,2021-02-21,"Green,Danny",9
9460,2021-02-21,"Milton,Shake",9
9461,2021-02-21,"Thybulle,Matisse",0
9462,2021-02-21,"Joe,Isaiah",3
9463,2021-02-21,"Howard,Dwight",4
9464,2021-02-21,"Korkmaz,Furkan",0
9465,2021-02-21,"Siakam,Pascal",23
9466,2021-02-21,"VanVleet,Fred",23
9467,2021-02-21,"Anunoby,OG",10
9468,2021-02-21,"Powell,Norman",11
9469,2021-02-21,"Bembry,DeAndre'",8
9470,2021-02-21,"Baynes,Aron",8
9471,2021-02-21,"Davis,Terence",8
9472,2021-02-21,"Boucher,Chris",17
9473,2021-02-21,"Thomas,Matt",2
9474,2021-02-21,"Johnson,Stanley",0
9475,2021-02-21,"Jokić,Nikola",15
9476,2021-02-21,"Murray,Jamal",30
9477,2021-02-21,"Nnaji,Zeke",7
9478,2021-02-21,"Barton,Will",15
9479,2021-02-21,"Porter,Michael",10
9480,2021-02-21,"Morris,Monte",15
9481,2021-02-21,"Campazzo,Facundo",16
9482,2021-02-21,"Bol,Bol",5
9483,2021-02-21,"Hampton,R.J.",2
9484,2021-02-21,"Hartenstein,Isaiah",0
9485,2021-02-21,"Howard,Markus",0
9486,2021-02-21,"Čančar,Vlatko",0
9487,2021-02-21,"Young,Trae",35
9488,2021-02-21,"Capela,Clint",22
9489,2021-02-21,"Huerter,Kevin",11
9490,2021-02-21,"Collins,John",12
9491,2021-02-21,"Reddish,Cam",8
9492,2021-02-21,"Snell,Tony",12
9493,2021-02-21,"Gallinari,Danilo",12
9494,2021-02-21,"Hill,Solomon",0
9495,2021-02-21,"Okongwu,Onyeka",9
9496,2021-02-21,"Mays,Skylar",2
9497,2021-02-21,"Harden,James",37
9498,2021-02-21,"Irving,Kyrie",28
9499,2021-02-21,"Harris,Joe",13
9500,2021-02-21,"Green,Jeff",5
9501,2021-02-21,"Brown,Bruce",13
9502,2021-02-21,"Jordan,DeAndre",13
9503,2021-02-21,"Shamet,Landry",3
9504,2021-02-21,"Luwawu-Cabarrot,Timothé",0
9505,2021-02-21,"Leonard,Kawhi",29
9506,2021-02-21,"George,Paul",34
9507,2021-02-21,"Batum,Nicolas",3
9508,2021-02-21,"Beverley,Patrick",5
9509,2021-02-21,"Ibaka,Serge",8
9510,2021-02-21,"Morris,Marcus",5
9511,2021-02-21,"Williams,Lou",5
9512,2021-02-21,"Zubac,Ivica",13
9513,2021-02-21,"Mann,Terance",6
9514,2021-02-21,"Jackson,Reggie",0
9515,2021-02-21,"Jeffries,DaQuan",18
9516,2021-02-21,"Fox,De'Aaron",13
9517,2021-02-21,"Hield,Buddy",13
9518,2021-02-21,"Bagley,Marvin",12
9519,2021-02-21,"Holmes,Richaun",11
9520,2021-02-21,"Haliburton,Tyrese",23
9521,2021-02-21,"Parker,Jabari",6
9522,2021-02-21,"Joseph,Cory",1
9523,2021-02-21,"Guy,Kyle",9
9524,2021-02-21,"Whiteside,Hassan",6
9525,2021-02-21,"James,Justin",3
9526,2021-02-21,"Antetokounmpo,Giannis",38
9527,2021-02-21,"Middleton,Khris",32
9528,2021-02-21,"DiVincenzo,Donte",16
9529,2021-02-21,"Augustin,D.J.",4
9530,2021-02-21,"Lopez,Brook",6
9531,2021-02-21,"Connaughton,Pat",12
9532,2021-02-21,"Forbes,Bryn",10
9533,2021-02-21,"Portis,Bobby",8
9534,2021-02-21,"Antetokounmpo,Thanasis",2
9535,2021-02-21,"Merrill,Sam",0
9536,2021-02-22,"Williams,Patrick",14
9537,2021-02-22,"LaVine,Zach",21
9538,2021-02-22,"White,Coby",24
9539,2021-02-22,"Carter,Wendell",18
9540,2021-02-22,"Temple,Garrett",9
9541,2021-02-22,"Satoranský,Tomáš",10
9542,2021-02-22,"Young,Thaddeus",17
9543,2021-02-22,"Valentine,Denzel",5
9544,2021-02-22,"Arcidiacono,Ryan",2
9545,2021-02-22,"Gafford,Daniel",0
9546,2021-02-22,"Tate,Jae'Sean",12
9547,2021-02-22,"Gordon,Eric",13
9548,2021-02-22,"Wall,John",15
9549,2021-02-22,"House,Danuel",15
9550,2021-02-22,"Tucker,P.J.",0
9551,2021-02-22,"Brown,Sterling",16
9552,2021-02-22,"Nwaba,David",22
9553,2021-02-22,"Patton,Justin",4
9554,2021-02-22,"McLemore,Ben",0
9555,2021-02-22,"Kurucs,Rodions",0
9556,2021-02-22,"Jones,Mason",3
9557,2021-02-22,"Morant,Ja",22
9558,2021-02-22,"Valančiūnas,Jonas",11
9559,2021-02-22,"Clarke,Brandon",11
9560,2021-02-22,"Allen,Grayson",3
9561,2021-02-22,"Anderson,Kyle",9
9562,2021-02-22,"Winslow,Justise",3
9563,2021-02-22,"Bane,Desmond",12
9564,2021-02-22,"Tillman,Xavier",4
9565,2021-02-22,"Jones,Tyus",10
9566,2021-02-22,"Melton,De'Anthony",7
9567,2021-02-22,"Richardson,Josh",17
9568,2021-02-22,"Dončić,Luka",21
9569,2021-02-22,"Finney-Smith,Dorian",4
9570,2021-02-22,"Kleber,Maxi",2
9571,2021-02-22,"Powell,Dwight",6
9572,2021-02-22,"Hardaway,Tim",29
9573,2021-02-22,"Brunson,Jalen",19
9574,2021-02-22,"Cauley-Stein,Willie",4
9575,2021-02-22,"Burke,Trey",0
9576,2021-02-22,"Nunn,Kendrick",20
9577,2021-02-22,"Adebayo,Bam",19
9578,2021-02-22,"Robinson,Duncan",22
9579,2021-02-22,"Butler,Jimmy",15
9580,2021-02-22,"Olynyk,Kelly",11
9581,2021-02-22,"Strus,Max",11
9582,2021-02-22,"Iguodala,Andre",6
9583,2021-02-22,"Achiuwa,Precious",2
9584,2021-02-22,"Vincent,Gabe",2
9585,2021-02-22,"Okpala,KZ",0
9586,2021-02-22,"Gilgeous-Alexander,Shai",27
9587,2021-02-22,"Maledon,Théo",8
9588,2021-02-22,"Dort,Luguentz",11
9589,2021-02-22,"Bazley,Darius",13
9590,2021-02-22,"Roby,Isaiah",12
9591,2021-02-22,"Williams,Kenrich",6
9592,2021-02-22,"Diallo,Hamidou",0
9593,2021-02-22,"Muscala,Mike",11
9594,2021-02-22,"Jackson,Justin",6
9595,2021-02-22,"Trent,Gary",11
9596,2021-02-22,"Lillard,Damian",24
9597,2021-02-22,"Kanter,Enes",6
9598,2021-02-22,"Covington,Robert",6
9599,2021-02-22,"Jones,Derrick",8
9600,2021-02-22,"Simons,Anfernee",6
9601,2021-02-22,"Anthony,Carmelo",10
9602,2021-02-22,"Hood,Rodney",9
9603,2021-02-22,"Little,Nassir",18
9604,2021-02-22,"Blevins,Keljin",2
9605,2021-02-22,"Elleby,CJ",0
9606,2021-02-22,"Booker,Devin",34
9607,2021-02-22,"Ayton,Deandre",19
9608,2021-02-22,"Paul,Chris",2
9609,2021-02-22,"Bridges,Mikal",10
9610,2021-02-22,"Kaminsky,Frank",3
9611,2021-02-22,"Crowder,Jae",8
9612,2021-02-22,"Šarić,Dario",14
9613,2021-02-22,"Moore,E'Twaun",6
9614,2021-02-22,"Payne,Cameron",7
9615,2021-02-22,"Johnson,Cameron",13
9616,2021-02-22,"Nader,Abdel",0
9617,2021-02-22,"Galloway,Langston",5
9618,2021-02-22,"Carter,Jevon",6
9619,2021-02-22,"Jones,Damian",5
9620,2021-02-22,"Ball,LaMelo",21
9621,2021-02-22,"Rozier,Terry",12
9622,2021-02-22,"Washington,P.J.",17
9623,2021-02-22,"Hayward,Gordon",21
9624,2021-02-22,"Zeller,Cody",8
9625,2021-02-22,"Bridges,Miles",5
9626,2021-02-22,"McDaniels,Jalen",4
9627,2021-02-22,"Monk,Malik",20
9628,2021-02-22,"Biyombo,Bismack",2
9629,2021-02-22,"Martin,Cody",0
9630,2021-02-22,"Mitchell,Donovan",23
9631,2021-02-22,"Gobert,Rudy",10
9632,2021-02-22,"Conley,Mike",15
9633,2021-02-22,"O'Neale,Royce",8
9634,2021-02-22,"Bogdanović,Bojan",10
9635,2021-02-22,"Ingles,Joe",21
9636,2021-02-22,"Clarkson,Jordan",20
9637,2021-02-22,"Favors,Derrick",4
9638,2021-02-22,"Niang,Georges",21
9639,2021-02-22,"Harrison,Shaquille",0
9640,2021-02-22,"Oni,Miye",0
9641,2021-02-22,"Forrest,Trent",0
9642,2021-02-22,"Morgan,Juwan",0
9643,2021-02-22,"Westbrook,Russell",32
9644,2021-02-22,"Beal,Bradley",33
9645,2021-02-22,"Hachimura,Rui",15
9646,2021-02-22,"Mathews,Garrison",8
9647,2021-02-22,"Wagner,Moritz",6
9648,2021-02-22,"Lopez,Robin",13
9649,2021-02-22,"Bertāns,Dāvis",8
9650,2021-02-22,"Avdija,Deni",8
9651,2021-02-22,"Neto,Raul",4
9652,2021-02-22,"Len,Alex",0
9653,2021-02-22,"James,LeBron",31
9654,2021-02-22,"Caldwell-Pope,Kentavious",21
9655,2021-02-22,"Kuzma,Kyle",14
9656,2021-02-22,"Gasol,Marc",7
9657,2021-02-22,"Matthews,Wesley",0
9658,2021-02-22,"Caruso,Alex",11
9659,2021-02-22,"Harrell,Montrezl",26
9660,2021-02-22,"Morris,Markieff",7
9661,2021-02-22,"Horton-Tucker,Talen",7
9662,2021-02-23,"Young,Trae",28
9663,2021-02-23,"Huerter,Kevin",22
9664,2021-02-23,"Capela,Clint",12
9665,2021-02-23,"Snell,Tony",11
9666,2021-02-23,"Collins,John",13
9667,2021-02-23,"Gallinari,Danilo",5
9668,2021-02-23,"Hill,Solomon",8
9669,2021-02-23,"Rondo,Rajon",7
9670,2021-02-23,"Mays,Skylar",5
9671,2021-02-23,"Okongwu,Onyeka",0
9672,2021-02-23,"Garland,Darius",17
9673,2021-02-23,"Okoro,Isaac",8
9674,2021-02-23,"Sexton,Collin",29
9675,2021-02-23,"Allen,Jarrett",13
9676,2021-02-23,"Wade,Dean",5
9677,2021-02-23,"Windler,Dylan",15
9678,2021-02-23,"Osman,Cedi",11
9679,2021-02-23,"Stevens,Lamar",8
9680,2021-02-23,"McGee,JaVale",6
9681,2021-02-23,"Grant,Jerami",17
9682,2021-02-23,"Bey,Saddiq",10
9683,2021-02-23,"Plumlee,Mason",7
9684,2021-02-23,"Mykhailiuk,Svi",9
9685,2021-02-23,"Smith,Dennis",14
9686,2021-02-23,"Jackson,Josh",18
9687,2021-02-23,"Lee,Saben",21
9688,2021-02-23,"Stewart,Isaiah",4
9689,2021-02-23,"Doumbouya,Sekou",2
9690,2021-02-23,"Jackson,Frank",3
9691,2021-02-23,"Vučević,Nikola",20
9692,2021-02-23,"Fournier,Evan",14
9693,2021-02-23,"Carter-Williams,Michael",11
9694,2021-02-23,"Ennis,James",4
9695,2021-02-23,"Aminu,Al-Farouq",3
9696,2021-02-23,"Ross,Terrence",13
9697,2021-02-23,"Okeke,Chuma",6
9698,2021-02-23,"Bacon,Dwayne",8
9699,2021-02-23,"Randle,Chasson",9
9700,2021-02-23,"Birch,Khem",5
9701,2021-02-23,"Fox,De'Aaron",27
9702,2021-02-23,"Barnes,Harrison",18
9703,2021-02-23,"Hield,Buddy",11
9704,2021-02-23,"Bagley,Marvin",12
9705,2021-02-23,"Holmes,Richaun",18
9706,2021-02-23,"Haliburton,Tyrese",23
9707,2021-02-23,"Joseph,Cory",4
9708,2021-02-23,"Jeffries,DaQuan",5
9709,2021-02-23,"Harden,James",29
9710,2021-02-23,"Irving,Kyrie",21
9711,2021-02-23,"Jordan,DeAndre",10
9712,2021-02-23,"Harris,Joe",18
9713,2021-02-23,"Brown,Bruce",29
9714,2021-02-23,"Johnson,Tyler",7
9715,2021-02-23,"Roberson,Andre",0
9716,2021-02-23,"Claxton,Nicolas",5
9717,2021-02-23,"Shamet,Landry",6
9718,2021-02-23,"Shumpert,Iman",2
9719,2021-02-23,"Brown,Jaylen",29
9720,2021-02-23,"Tatum,Jayson",28
9721,2021-02-23,"Walker,Kemba",21
9722,2021-02-23,"Theis,Daniel",2
9723,2021-02-23,"Thompson,Tristan",8
9724,2021-02-23,"Ojeleye,Semi",8
9725,2021-02-23,"Nesmith,Aaron",0
9726,2021-02-23,"Pritchard,Payton",7
9727,2021-02-23,"Williams,Robert",4
9728,2021-02-23,"Williams,Grant",0
9729,2021-02-23,"Fall,Tacko",0
9730,2021-02-23,"Finney-Smith,Dorian",0
9731,2021-02-23,"Dončić,Luka",31
9732,2021-02-23,"Richardson,Josh",16
9733,2021-02-23,"Johnson,James",8
9734,2021-02-23,"Powell,Dwight",4
9735,2021-02-23,"Brunson,Jalen",22
9736,2021-02-23,"Hardaway,Tim",14
9737,2021-02-23,"Cauley-Stein,Willie",5
9738,2021-02-23,"Marjanović,Boban",10
9739,2021-02-23,"Burke,Trey",0
9740,2021-02-23,"Wiggins,Andrew",16
9741,2021-02-23,"Green,Draymond",7
9742,2021-02-23,"Curry,Stephen",37
9743,2021-02-23,"Oubre,Kelly",19
9744,2021-02-23,"Looney,Kevon",2
9745,2021-02-23,"Bazemore,Kent",9
9746,2021-02-23,"Wiseman,James",14
9747,2021-02-23,"Paschall,Eric",8
9748,2021-02-23,"Wanamaker,Brad",2
9749,2021-02-23,"Lee,Damion",0
9750,2021-02-23,"Randle,Julius",25
9751,2021-02-23,"Payton,Elfrid",20
9752,2021-02-23,"Barrett,RJ",4
9753,2021-02-23,"Noel,Nerlens",8
9754,2021-02-23,"Bullock,Reggie",7
9755,2021-02-23,"Rose,Derrick",16
9756,2021-02-23,"Burks,Alec",8
9757,2021-02-23,"Gibson,Taj",8
9758,2021-02-23,"Toppin,Obi",7
9759,2021-02-23,"Quickley,Immanuel",3
9760,2021-02-23,"Harris,Tobias",23
9761,2021-02-23,"Embiid,Joel",18
9762,2021-02-23,"Simmons,Ben",15
9763,2021-02-23,"Green,Danny",11
9764,2021-02-23,"Korkmaz,Furkan",19
9765,2021-02-23,"Milton,Shake",11
9766,2021-02-23,"Thybulle,Matisse",7
9767,2021-02-23,"Howard,Dwight",2
9768,2021-02-23,"Scott,Mike",3
9769,2021-02-23,"Joe,Isaiah",0
9770,2021-02-23,"Siakam,Pascal",22
9771,2021-02-23,"VanVleet,Fred",12
9772,2021-02-23,"Powell,Norman",24
9773,2021-02-23,"Anunoby,OG",10
9774,2021-02-23,"Bembry,DeAndre'",4
9775,2021-02-23,"Baynes,Aron",11
9776,2021-02-23,"Boucher,Chris",10
9777,2021-02-23,"Davis,Terence",9
9778,2021-02-23,"Thomas,Matt",0
9779,2021-02-23,"Towns,Karl-Anthony",26
9780,2021-02-23,"Beasley,Malik",26
9781,2021-02-23,"Edwards,Anthony",9
9782,2021-02-23,"Rubio,Ricky",12
9783,2021-02-23,"Vanderbilt,Jarred",2
9784,2021-02-23,"McLaughlin,Jordan",9
9785,2021-02-23,"Nowell,Jaylen",13
9786,2021-02-23,"McDaniels,Jaden",4
9787,2021-02-23,"Reid,Naz",5
9788,2021-02-23,"Okogie,Josh",2
9789,2021-02-23,"Hernangómez,Juan",2
9790,2021-02-23,"Layman,Jake",2
9791,2021-02-23,"Middleton,Khris",15
9792,2021-02-23,"Antetokounmpo,Giannis",37
9793,2021-02-23,"Augustin,D.J.",10
9794,2021-02-23,"DiVincenzo,Donte",13
9795,2021-02-23,"Lopez,Brook",15
9796,2021-02-23,"Connaughton,Pat",3
9797,2021-02-23,"Forbes,Bryn",23
9798,2021-02-23,"Portis,Bobby",14
9799,2021-02-23,"Antetokounmpo,Thanasis",6
9800,2021-02-23,"Merrill,Sam",3
9801,2021-02-23,"Kanter,Enes",16
9802,2021-02-23,"Lillard,Damian",25
9803,2021-02-23,"Trent,Gary",18
9804,2021-02-23,"Jones,Derrick",18
9805,2021-02-23,"Covington,Robert",0
9806,2021-02-23,"Anthony,Carmelo",24
9807,2021-02-23,"Hood,Rodney",2
9808,2021-02-23,"Little,Nassir",0
9809,2021-02-23,"Simons,Anfernee",3
9810,2021-02-23,"Porter,Michael",12
9811,2021-02-23,"Murray,Jamal",24
9812,2021-02-23,"Jokić,Nikola",41
9813,2021-02-23,"Morris,Monte",8
9814,2021-02-23,"Barton,Will",9
9815,2021-02-23,"Campazzo,Facundo",3
9816,2021-02-23,"Nnaji,Zeke",10
9817,2021-02-23,"Hartenstein,Isaiah",4
9818,2021-02-23,"Beal,Bradley",28
9819,2021-02-23,"Hachimura,Rui",10
9820,2021-02-23,"Westbrook,Russell",20
9821,2021-02-23,"Wagner,Moritz",21
9822,2021-02-23,"Mathews,Garrison",8
9823,2021-02-23,"Bertāns,Dāvis",6
9824,2021-02-23,"Neto,Raul",11
9825,2021-02-23,"Lopez,Robin",5
9826,2021-02-23,"Avdija,Deni",0
9827,2021-02-23,"Bonga,Isaac",3
9828,2021-02-23,"Brown,Troy",4
9829,2021-02-23,"Leonard,Kawhi",32
9830,2021-02-23,"George,Paul",30
9831,2021-02-23,"Batum,Nicolas",4
9832,2021-02-23,"Beverley,Patrick",5
9833,2021-02-23,"Ibaka,Serge",6
9834,2021-02-23,"Jackson,Reggie",17
9835,2021-02-23,"Zubac,Ivica",12
9836,2021-02-23,"Morris,Marcus",11
9837,2021-02-23,"Mann,Terance",12
9838,2021-02-23,"Kennard,Luke",3
9839,2021-02-23,"Kabengele,Mfiondu",3
9840,2021-02-24,"Tatum,Jayson",13
9841,2021-02-24,"Brown,Jaylen",17
9842,2021-02-24,"Teague,Jeff",14
9843,2021-02-24,"Thompson,Tristan",13
9844,2021-02-24,"Theis,Daniel",0
9845,2021-02-24,"Williams,Grant",0
9846,2021-02-24,"Pritchard,Payton",3
9847,2021-02-24,"Williams,Robert",6
9848,2021-02-24,"Nesmith,Aaron",13
9849,2021-02-24,"Green,Javonte",6
9850,2021-02-24,"Edwards,Carsen",11
9851,2021-02-24,"Waters,Tremont",11
9852,2021-02-24,"Fall,Tacko",2
9853,2021-02-24,"Ojeleye,Semi",3
9854,2021-02-24,"Young,Trae",33
9855,2021-02-24,"Snell,Tony",12
9856,2021-02-24,"Huerter,Kevin",5
9857,2021-02-24,"Collins,John",14
9858,2021-02-24,"Capela,Clint",9
9859,2021-02-24,"Gallinari,Danilo",38
9860,2021-02-24,"Hill,Solomon",2
9861,2021-02-24,"Mays,Skylar",4
9862,2021-02-24,"Okongwu,Onyeka",5
9863,2021-02-24,"Rondo,Rajon",0
9864,2021-02-24,"Goodwin,Brandon",5
9865,2021-02-24,"Knight,Nathan",0
9866,2021-02-24,"Fernando,Bruno",0
9867,2021-02-24,"House,Danuel",14
9868,2021-02-24,"Oladipo,Victor",17
9869,2021-02-24,"Tucker,P.J.",0
9870,2021-02-24,"Wall,John",20
9871,2021-02-24,"Tate,Jae'Sean",8
9872,2021-02-24,"Gordon,Eric",17
9873,2021-02-24,"Brown,Sterling",2
9874,2021-02-24,"Nwaba,David",12
9875,2021-02-24,"Patton,Justin",6
9876,2021-02-24,"Sexton,Collin",23
9877,2021-02-24,"Allen,Jarrett",26
9878,2021-02-24,"Garland,Darius",11
9879,2021-02-24,"Okoro,Isaac",10
9880,2021-02-24,"Wade,Dean",11
9881,2021-02-24,"Windler,Dylan",13
9882,2021-02-24,"Osman,Cedi",7
9883,2021-02-24,"Stevens,Lamar",5
9884,2021-02-24,"McGee,JaVale",4
9885,2021-02-24,"Prince,Taurean",2
9886,2021-02-24,"Dotson,Damyean",0
9887,2021-02-24,"Oubre,Kelly",17
9888,2021-02-24,"Curry,Stephen",24
9889,2021-02-24,"Green,Draymond",12
9890,2021-02-24,"Wiggins,Andrew",15
9891,2021-02-24,"Looney,Kevon",4
9892,2021-02-24,"Wiseman,James",11
9893,2021-02-24,"Paschall,Eric",13
9894,2021-02-24,"Lee,Damion",5
9895,2021-02-24,"Wanamaker,Brad",7
9896,2021-02-24,"Bazemore,Kent",3
9897,2021-02-24,"Toscano-Anderson,Juan",0
9898,2021-02-24,"Sabonis,Domantas",22
9899,2021-02-24,"Brogdon,Malcolm",24
9900,2021-02-24,"Holiday,Justin",6
9901,2021-02-24,"Turner,Myles",14
9902,2021-02-24,"McDermott,Doug",15
9903,2021-02-24,"McConnell,T.J.",9
9904,2021-02-24,"Lamb,Jeremy",9
9905,2021-02-24,"Holiday,Aaron",6
9906,2021-02-24,"Sumner,Edmond",2
9907,2021-02-24,"Bitadze,Goga",0
9908,2021-02-24,"Beasley,Malik",25
9909,2021-02-24,"Edwards,Anthony",21
9910,2021-02-24,"Vanderbilt,Jarred",16
9911,2021-02-24,"Rubio,Ricky",9
9912,2021-02-24,"Towns,Karl-Anthony",24
9913,2021-02-24,"Reid,Naz",13
9914,2021-02-24,"McLaughlin,Jordan",0
9915,2021-02-24,"Nowell,Jaylen",12
9916,2021-02-24,"Okogie,Josh",4
9917,2021-02-24,"McDaniels,Jaden",2
9918,2021-02-24,"LaVine,Zach",35
